step,loss,perplexity,validity
0,3.7845089435577393,44.01405334472656,0.04
1,0.8123685717582703,2.2532386779785156,0.0
2,0.5222005248069763,1.6857330799102783,0.16
3,0.5801594853401184,1.7863233089447021,0.2
4,0.6269550919532776,1.8719022274017334,0.28
5,0.6288196444511414,1.875395655632019,0.36
6,0.5841332674026489,1.79343581199646,0.44
7,0.4674045443534851,1.5958467721939087,0.42
8,0.5721611380577087,1.7720927000045776,0.62
9,0.4832504689693451,1.6213359832763672,0.78
10,0.5886245965957642,1.801508903503418,0.58
11,0.5054469108581543,1.6577261686325073,0.62
12,0.5221197009086609,1.6855968236923218,0.58
13,0.5518394112586975,1.736444115638733,0.76
14,0.5283409357070923,1.6961159706115723,0.72
15,0.48565390706062317,1.6252374649047852,0.74
16,0.5657965540885925,1.760849952697754,0.52
17,0.4891551733016968,1.6309378147125244,0.68
18,0.5566011667251587,1.74473237991333,0.82
19,0.5068985819816589,1.6601344347000122,0.74
20,0.527059018611908,1.6939431428909302,0.7
21,0.4653795063495636,1.592618465423584,0.68
22,0.4912824034690857,1.6344108581542969,0.74
23,0.44400787353515625,1.5589427947998047,0.76
24,0.5085656642913818,1.6629043817520142,0.8
25,0.4274536371231079,1.5333480834960938,0.84
26,0.4956255257129669,1.6415246725082397,0.72
27,0.4546966552734375,1.5756953954696655,0.86
28,0.479178786277771,1.6147478818893433,0.8
29,0.4620022773742676,1.5872489213943481,0.76
30,0.4599680006504059,1.584023356437683,0.72
31,0.4648018479347229,1.5916987657546997,0.9
32,0.5050103664398193,1.6570026874542236,0.84
33,0.5236490368843079,1.6881766319274902,0.84
34,0.43986180424690247,1.5524927377700806,0.84
35,0.49281641840934753,1.6369199752807617,0.8
36,0.42260581254959106,1.5259326696395874,0.88
37,0.5025033950805664,1.6528538465499878,0.82
38,0.44137972593307495,1.5548510551452637,0.8
39,0.45059987902641296,1.5692533254623413,0.74
40,0.4429921507835388,1.5573601722717285,0.8
41,0.5238440632820129,1.6885058879852295,0.88
42,0.4525855779647827,1.5723724365234375,0.86
43,0.5266422033309937,1.6932373046875,0.88
44,0.4936368763446808,1.638263463973999,0.8
45,0.4717212915420532,1.6027506589889526,0.88
46,0.4528096914291382,1.5727249383926392,0.74
47,0.5353484749794006,1.7080433368682861,0.88
48,0.4175979793071747,1.5183101892471313,0.92
49,0.48217839002609253,1.6195987462997437,0.86
50,0.45967504382133484,1.583559274673462,0.9
51,0.4549925923347473,1.5761616230010986,0.86
52,0.5113811492919922,1.6675927639007568,0.8
53,0.49012571573257446,1.6325215101242065,0.86
54,0.4714568853378296,1.6023269891738892,0.9
55,0.47224104404449463,1.6035839319229126,0.88
56,0.45346584916114807,1.5737571716308594,0.88
57,0.42181116342544556,1.524720549583435,0.86
58,0.4742254614830017,1.606769323348999,0.8
59,0.44237372279167175,1.5563971996307373,0.82
60,0.4965548813343048,1.643051028251648,0.88
61,0.5072277784347534,1.6606810092926025,0.82
62,0.4532546103000641,1.5734246969223022,0.9
63,0.4940219223499298,1.6388944387435913,0.82
64,0.5198991894721985,1.6818580627441406,0.96
65,0.4750366806983948,1.608073115348816,0.86
66,0.49810096621513367,1.645593285560608,0.9
67,0.436140775680542,1.5467265844345093,0.92
68,0.4261228144168854,1.531308889389038,0.96
69,0.4429530203342438,1.5572991371154785,0.84
70,0.4400613009929657,1.5528024435043335,0.88
71,0.49171167612075806,1.6351125240325928,0.86
72,0.4148606061935425,1.5141596794128418,0.9
73,0.4919021427631378,1.635424017906189,0.92
74,0.47195157408714294,1.6031198501586914,0.8
75,0.41610825061798096,1.5160499811172485,0.9
76,0.39576560258865356,1.4855210781097412,0.96
77,0.4446677267551422,1.559971809387207,0.84
78,0.39928072690963745,1.4907519817352295,0.88
79,0.4314752519130707,1.5395270586013794,0.84
80,0.43339911103248596,1.5424917936325073,0.9
81,0.44517022371292114,1.5607558488845825,0.96
82,0.46371549367904663,1.589970588684082,0.9
83,0.36629724502563477,1.442383885383606,0.84
84,0.4433436393737793,1.5579075813293457,0.94
85,0.40866559743881226,1.5048084259033203,0.92
86,0.4698218107223511,1.599709153175354,0.84
87,0.4599960148334503,1.584067702293396,0.94
88,0.47796830534935,1.6127943992614746,0.96
89,0.4520922303199768,1.5715969800949097,0.8
90,0.47198817133903503,1.6031783819198608,0.92
91,0.46644464135169983,1.5943156480789185,0.86
92,0.4427090585231781,1.5569193363189697,0.88
93,0.45248422026634216,1.5722131729125977,0.88
94,0.46707653999328613,1.5953235626220703,0.86
95,0.46437868475914,1.5910253524780273,0.94
96,0.435495525598526,1.5457288026809692,0.9
97,0.4273902177810669,1.5332508087158203,0.88
98,0.43376344442367554,1.5430538654327393,0.92
99,0.41070035099983215,1.50787353515625,0.94
